perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration
CSNK1A1-1	CSNK1A1	-0.2097819008140259	HCC44	cutting_control	pearson	3
CSNK1A1-2	CSNK1A1	-0.08725493219040481	HCC44	cutting_control	pearson	3
CTNNB1-1	CTNNB1	0.08511126325387235	HCC44	cutting_control	pearson	3
CTNNB1-2	CTNNB1	0.050671368979356986	HCC44	cutting_control	pearson	3
Chr2-1	Chr2	0.018747529999820347	HCC44	cutting_control	pearson	3
Chr2-2	Chr2	0.005782112078768705	HCC44	cutting_control	pearson	3
Chr2-3	Chr2	-0.006803934788260587	HCC44	cutting_control	pearson	3
Chr2-4	Chr2	-0.01026641179934526	HCC44	cutting_control	pearson	3
Chr2-5	Chr2	-0.0035242474162173075	HCC44	cutting_control	pearson	3
Chr2-6	Chr2	0.00989762153086615	HCC44	cutting_control	pearson	3
DOT1L-1	DOT1L	0.11098595191562584	HCC44	cutting_control	pearson	3
DOT1L-2	DOT1L	0.21405603683834273	HCC44	cutting_control	pearson	3
EGFR-1	EGFR	0.20113315951259805	HCC44	cutting_control	pearson	3
EGFR-2	EGFR	0.1733045576569767	HCC44	cutting_control	pearson	3
EGLN1-8	EGLN1	-0.20788174035851267	HCC44	cutting_control	pearson	3
EGLN1-9	EGLN1	-0.02601286884373029	HCC44	cutting_control	pearson	3
EMPTY	EMPTY		HCC44	cutting_control	pearson	3
ERBB2-1	ERBB2	-0.11935599849738154	HCC44	cutting_control	pearson	3
ERBB2-2	ERBB2	-0.45359697280811745	HCC44	cutting_control	pearson	3
ERBB3-1	ERBB3	-0.03596624720904652	HCC44	cutting_control	pearson	3
ERBB3-2	ERBB3	0.01244118704829084	HCC44	cutting_control	pearson	3
EZH2-1	EZH2	-0.11311239745896057	HCC44	cutting_control	pearson	3
EZH2-2	EZH2	-0.2711699747728695	HCC44	cutting_control	pearson	3
GLS-1	GLS	-0.2877685985848511	HCC44	cutting_control	pearson	3
GLS-2	GLS	-0.04911963749220216	HCC44	cutting_control	pearson	3
GPX4-1	GPX4	-0.05782746632767551	HCC44	cutting_control	pearson	3
GPX4-2	GPX4	0.044864772959188795	HCC44	cutting_control	pearson	3
HIF1a-1	HIF1a	-0.24519295215485007	HCC44	cutting_control	pearson	3
HIF1a-2	HIF1a	0.05226934575747607	HCC44	cutting_control	pearson	3
ITGAV-1	ITGAV	-0.23085409204534665	HCC44	cutting_control	pearson	3
ITGAV-2	ITGAV	-0.31948964290531906	HCC44	cutting_control	pearson	3
JAK3-1	JAK3	-0.1950798743361106	HCC44	cutting_control	pearson	3
JAK3-2	JAK3	-0.19798971157564035	HCC44	cutting_control	pearson	3
KIF11-1	KIF11	-0.17047130577425637	HCC44	cutting_control	pearson	3
KIF11-2	KIF11	0.07341068623050948	HCC44	cutting_control	pearson	3
KRAS-1	KRAS	-0.0907525881593871	HCC44	cutting_control	pearson	3
KRAS-2A	KRAS	-0.25279012326517747	HCC44	cutting_control	pearson	3
KRAS-2B	KRAS	-0.09070352479666438	HCC44	cutting_control	pearson	3
LacZ-2	LacZ	0.0643034370894979	HCC44	cutting_control	pearson	3
LacZ-3	LacZ	-0.0380179103542502	HCC44	cutting_control	pearson	3
Luc-1	Luc	-0.10746803183492752	HCC44	cutting_control	pearson	3
Luc-2	Luc	-0.09604697953060257	HCC44	cutting_control	pearson	3
MAPK1-1	MAPK1	-8.826079147992126e-05	HCC44	cutting_control	pearson	3
MAPK1-2	MAPK1	-0.2678054938507903	HCC44	cutting_control	pearson	3
MCL1-2	MCL1	-0.04267802779736198	HCC44	cutting_control	pearson	3
MCL1-5	MCL1	-0.07480487837065403	HCC44	cutting_control	pearson	3
MTOR-1	MTOR	0.14040447446356014	HCC44	cutting_control	pearson	3
MTOR-2	MTOR	-0.08738966067158518	HCC44	cutting_control	pearson	3
MYC-1	MYC	0.1123357060750448	HCC44	cutting_control	pearson	3
MYC-2	MYC	-0.008770059323568662	HCC44	cutting_control	pearson	3
ORC4-1	ORC4	-0.04324603506119595	HCC44	cutting_control	pearson	3
ORC4-2	ORC4	0.056691705282015024	HCC44	cutting_control	pearson	3
PIK3CA-1	PIK3CA	0.15160930313144075	HCC44	cutting_control	pearson	3
PIK3CA-2	PIK3CA	-0.009912437720386906	HCC44	cutting_control	pearson	3
POLR2D-1	POLR2D	0.08206046519230509	HCC44	cutting_control	pearson	3
POLR2D-2	POLR2D	0.07937197518988169	HCC44	cutting_control	pearson	3
PPIB-1	PPIB	-0.040761808836880464	HCC44	cutting_control	pearson	3
PPIB-2	PPIB	0.07739555320841417	HCC44	cutting_control	pearson	3
PRDX1-1	PRDX1	0.24722609389671268	HCC44	cutting_control	pearson	3
PRDX1-2	PRDX1	-0.2184118570827438	HCC44	cutting_control	pearson	3
PSMA1-1	PSMA1	-0.0014369165426895286	HCC44	cutting_control	pearson	3
PSMA1-2	PSMA1	0.01345675619540961	HCC44	cutting_control	pearson	3
PTK2-1	PTK2	0.2834973661242797	HCC44	cutting_control	pearson	3
PTK2-2	PTK2	0.26047812667455816	HCC44	cutting_control	pearson	3
RAC1-1	RAC1	0.08275202929787157	HCC44	cutting_control	pearson	3
RAC1-2	RAC1	0.1212408191311841	HCC44	cutting_control	pearson	3
RAF1-1	RAF1	-0.32244598986263234	HCC44	cutting_control	pearson	3
RAF1-2	RAF1	-0.25671292407904994	HCC44	cutting_control	pearson	3
RHOA-1	RHOA	0.2589983692081025	HCC44	cutting_control	pearson	3
RHOA-2	RHOA	0.22063704463060896	HCC44	cutting_control	pearson	3
SDHB-1	SDHB	0.11639131141242182	HCC44	cutting_control	pearson	3
SDHB-2	SDHB	0.09575339396469937	HCC44	cutting_control	pearson	3
SLC2A1-1	SLC2A1		HCC44	cutting_control	pearson	3
SLC2A2-2	SLC2A2		HCC44	cutting_control	pearson	3
SMARCB1-1	SMARCB1	-0.39360003126829385	HCC44	cutting_control	pearson	3
SMARCB1-2	SMARCB1	-0.12728172319237752	HCC44	cutting_control	pearson	3
STAT3-1	STAT3	0.14711789333245037	HCC44	cutting_control	pearson	3
STAT3-2	STAT3	0.32839458969762897	HCC44	cutting_control	pearson	3
SUZ12-1	SUZ12	0.03647811792288095	HCC44	cutting_control	pearson	3
SUZ12-2	SUZ12	0.2215409278322846	HCC44	cutting_control	pearson	3
TXN-1	TXN	-0.03074751295926263	HCC44	cutting_control	pearson	3
TXN-2	TXN	0.07978112592217965	HCC44	cutting_control	pearson	3
XBP-1	XBP	0.16236224415410833	HCC44	cutting_control	pearson	3
XBP-2	XBP	0.21826745258148061	HCC44	cutting_control	pearson	3
YAP1-1	YAP1	-0.2547296371255132	HCC44	cutting_control	pearson	3
YAP1-2	YAP1	-0.3772250526370641	HCC44	cutting_control	pearson	3
AKT1-1	AKT1	0.013267751290747302	A549	cutting_control	pearson	3
AKT1-2	AKT1	-0.2571324264085517	A549	cutting_control	pearson	3
ARID1B-1	ARID1B	-0.021982294108309666	A549	cutting_control	pearson	3
ARID1B-2	ARID1B	0.04622676199386993	A549	cutting_control	pearson	3
ATF4-1	ATF4	0.05797570523433468	A549	cutting_control	pearson	3
ATF4-2	ATF4	-0.0678745800569234	A549	cutting_control	pearson	3
ATP50-1	ATP50	-0.28732802759314885	A549	cutting_control	pearson	3
ATP50-2	ATP50	-0.3476096098633964	A549	cutting_control	pearson	3
AURKB-2	AURKB		A549	cutting_control	pearson	3
BCL2-1	BCL2	0.06485889038850513	A549	cutting_control	pearson	3
BCL2-2	BCL2	0.20718904895790613	A549	cutting_control	pearson	3
BCL2L2-1	BCL2L2	0.02341269005033	A549	cutting_control	pearson	3
BCL2L2-2	BCL2L2	0.09957414079309984	A549	cutting_control	pearson	3
BCL2L2-4	BCL2L2	0.1116069748022074	A549	cutting_control	pearson	3
BRAF-2	BRAF		A549	cutting_control	pearson	3
BRAF1-1	BRAF1		A549	cutting_control	pearson	3
BRCA1-1	BRCA1	-0.03796207075706554	A549	cutting_control	pearson	3
BRCA1-2	BRCA1	-0.1448651121153364	A549	cutting_control	pearson	3
BRD4-1	BRD4	0.2714299307489175	A549	cutting_control	pearson	3
BRD4-2	BRD4	0.15959518059408032	A549	cutting_control	pearson	3
CCND1-1	CCND1	-0.1511198327657477	A549	cutting_control	pearson	3
CCND1-2	CCND1	-0.21928191753197876	A549	cutting_control	pearson	3
CCNE1-1	CCNE1	0.5438607907320139	A549	cutting_control	pearson	3
CCNE1-2	CCNE1	-0.04036353628725933	A549	cutting_control	pearson	3
CDK2-1	CDK2	0.46001713069949024	A549	cutting_control	pearson	3
CDK2-2	CDK2	0.35265988270243676	A549	cutting_control	pearson	3
CDK4-1	CDK4	-0.3227091775943753	A549	cutting_control	pearson	3
CDK4-2	CDK4	-0.06077712894918716	A549	cutting_control	pearson	3
CDK4-3	CDK4	0.02301455520749375	A549	cutting_control	pearson	3
CHEK2-1	CHEK2	0.30760224972658046	A549	cutting_control	pearson	3
CHEK2-2	CHEK2	0.2751622132211464	A549	cutting_control	pearson	3
COX5B-1	COX5B	-0.06133185359189976	A549	cutting_control	pearson	3
COX5B-2	COX5B	0.2585294900115546	A549	cutting_control	pearson	3
CSNK1A1-1	CSNK1A1	-0.00024206469734800514	A549	cutting_control	pearson	3
CSNK1A1-2	CSNK1A1	0.10316216017369341	A549	cutting_control	pearson	3
CTNNB1-1	CTNNB1	-0.23162276795668474	A549	cutting_control	pearson	3
CTNNB1-2	CTNNB1	0.27585074003893423	A549	cutting_control	pearson	3
Chr2-1	Chr2	-0.009703499364262328	A549	cutting_control	pearson	3
Chr2-2	Chr2	-0.0148864888954308	A549	cutting_control	pearson	3
Chr2-3	Chr2	0.005707566139359716	A549	cutting_control	pearson	3
Chr2-4	Chr2	-0.03073135747273279	A549	cutting_control	pearson	3
Chr2-5	Chr2	-0.020082369660442658	A549	cutting_control	pearson	3
Chr2-6	Chr2	0.0005004994674027794	A549	cutting_control	pearson	3
DOT1L-1	DOT1L	-0.05170542875882732	A549	cutting_control	pearson	3
DOT1L-2	DOT1L	-0.04329502721803792	A549	cutting_control	pearson	3
EGFR-1	EGFR	-0.09589843535719782	A549	cutting_control	pearson	3
EGFR-2	EGFR	-0.15306239652887366	A549	cutting_control	pearson	3
EGLN1-8	EGLN1	-0.11452462092327378	A549	cutting_control	pearson	3
EGLN1-9	EGLN1	-0.2759470686662575	A549	cutting_control	pearson	3
EMPTY	EMPTY		A549	cutting_control	pearson	3
ERBB2-1	ERBB2	0.11176668112819826	A549	cutting_control	pearson	3
ERBB2-2	ERBB2	-0.12642867960184434	A549	cutting_control	pearson	3
ERBB3-1	ERBB3	0.4480159521537072	A549	cutting_control	pearson	3
ERBB3-2	ERBB3	0.1912446577912365	A549	cutting_control	pearson	3
EZH2-1	EZH2	-0.06683566972754557	A549	cutting_control	pearson	3
EZH2-2	EZH2	-0.04008752114559741	A549	cutting_control	pearson	3
GLS-1	GLS	-0.06038671783793897	A549	cutting_control	pearson	3
GLS-2	GLS	0.15398178712163055	A549	cutting_control	pearson	3
GPX4-1	GPX4	-0.017729715172573768	A549	cutting_control	pearson	3
GPX4-2	GPX4	0.3359984485055871	A549	cutting_control	pearson	3
HIF1a-1	HIF1a	-0.11998195145864438	A549	cutting_control	pearson	3
HIF1a-2	HIF1a	0.12911312161541458	A549	cutting_control	pearson	3
ITGAV-1	ITGAV	0.013265433767786812	A549	cutting_control	pearson	3
ITGAV-2	ITGAV	0.2927555381141926	A549	cutting_control	pearson	3
JAK3-1	JAK3	-0.15589180190541874	A549	cutting_control	pearson	3
JAK3-2	JAK3	0.19321398677452956	A549	cutting_control	pearson	3
KIF11-1	KIF11	0.17078523966985992	A549	cutting_control	pearson	3
KIF11-2	KIF11	-0.36175118347919555	A549	cutting_control	pearson	3
KRAS-1	KRAS	0.14891092020027574	A549	cutting_control	pearson	3
KRAS-2A	KRAS	0.21126419210862413	A549	cutting_control	pearson	3
KRAS-2B	KRAS	0.13132016185895384	A549	cutting_control	pearson	3
LacZ-2	LacZ	0.08397824254159734	A549	cutting_control	pearson	3
LacZ-3	LacZ	-0.018354132536479863	A549	cutting_control	pearson	3
Luc-1	Luc	-0.256957486181746	A549	cutting_control	pearson	3
Luc-2	Luc	-0.04706755900477365	A549	cutting_control	pearson	3
MAPK1-1	MAPK1	0.20195581476235652	A549	cutting_control	pearson	3
MAPK1-2	MAPK1	0.06746799515686464	A549	cutting_control	pearson	3
MCL1-2	MCL1	0.014883104607413954	A549	cutting_control	pearson	3
MCL1-5	MCL1	0.110774020750317	A549	cutting_control	pearson	3
MTOR-1	MTOR	0.3458387344400076	A549	cutting_control	pearson	3
MTOR-2	MTOR	0.04156699281586221	A549	cutting_control	pearson	3
MYC-1	MYC	-0.3997250571822868	A549	cutting_control	pearson	3
MYC-2	MYC	-0.14262696667463542	A549	cutting_control	pearson	3
ORC4-1	ORC4	0.10404714151204263	A549	cutting_control	pearson	3
ORC4-2	ORC4	-0.031615882777785376	A549	cutting_control	pearson	3
PIK3CA-1	PIK3CA	0.0698602699147303	A549	cutting_control	pearson	3
PIK3CA-2	PIK3CA	-0.15618599650793	A549	cutting_control	pearson	3
POLR2D-1	POLR2D	0.08524968709619607	A549	cutting_control	pearson	3
POLR2D-2	POLR2D	0.08597478279692296	A549	cutting_control	pearson	3
PPIB-1	PPIB	0.22566584226312403	A549	cutting_control	pearson	3
PPIB-2	PPIB	0.04026842186043794	A549	cutting_control	pearson	3
PRDX1-1	PRDX1	0.051685411028667985	A549	cutting_control	pearson	3
PRDX1-2	PRDX1	0.10596831573085959	A549	cutting_control	pearson	3
PSMA1-1	PSMA1	0.05324943067986557	A549	cutting_control	pearson	3
PSMA1-2	PSMA1	0.057555295031127426	A549	cutting_control	pearson	3
PTK2-1	PTK2	-0.06184931168078774	A549	cutting_control	pearson	3
PTK2-2	PTK2	-0.1251784801337568	A549	cutting_control	pearson	3
RAC1-1	RAC1	0.11410015269683355	A549	cutting_control	pearson	3
RAC1-2	RAC1	0.0038864822544647515	A549	cutting_control	pearson	3
RAF1-1	RAF1	0.12194981315829523	A549	cutting_control	pearson	3
RAF1-2	RAF1	-0.04113788828504908	A549	cutting_control	pearson	3
RHOA-1	RHOA	0.0796050250154303	A549	cutting_control	pearson	3
RHOA-2	RHOA	0.043457274148048355	A549	cutting_control	pearson	3
SDHB-1	SDHB	0.0350388053495462	A549	cutting_control	pearson	3
SDHB-2	SDHB	-0.0851598569440855	A549	cutting_control	pearson	3
SLC2A1-1	SLC2A1		A549	cutting_control	pearson	3
SLC2A2-2	SLC2A2		A549	cutting_control	pearson	3
SMARCB1-1	SMARCB1	-0.10584190170240892	A549	cutting_control	pearson	3
SMARCB1-2	SMARCB1	-0.012324952548400818	A549	cutting_control	pearson	3
STAT3-1	STAT3	0.4256396961088966	A549	cutting_control	pearson	3
STAT3-2	STAT3	0.28543921115135384	A549	cutting_control	pearson	3
SUZ12-1	SUZ12	0.1514038117263187	A549	cutting_control	pearson	3
SUZ12-2	SUZ12	0.11972488776320905	A549	cutting_control	pearson	3
TXN-1	TXN	-0.05517692107518693	A549	cutting_control	pearson	3
TXN-2	TXN	0.031010945389859674	A549	cutting_control	pearson	3
XBP-1	XBP	-0.19261705288700207	A549	cutting_control	pearson	3
XBP-2	XBP	0.05296173677006358	A549	cutting_control	pearson	3
YAP1-1	YAP1	0.2619220032272367	A549	cutting_control	pearson	3
YAP1-2	YAP1	0.2902761324228117	A549	cutting_control	pearson	3
AKT1-1	AKT1	0.2166640656244354	ES2	cutting_control	pearson	3
AKT1-2	AKT1	0.40424344544095436	ES2	cutting_control	pearson	3
ARID1B-1	ARID1B	0.13997673217272363	ES2	cutting_control	pearson	3
ARID1B-2	ARID1B	0.3663839222238695	ES2	cutting_control	pearson	3
ATF4-1	ATF4	0.06141569714872416	ES2	cutting_control	pearson	3
ATF4-2	ATF4	0.0934422606413075	ES2	cutting_control	pearson	3
ATP50-1	ATP50	-0.05326493759007725	ES2	cutting_control	pearson	3
ATP50-2	ATP50	-0.34410979345405746	ES2	cutting_control	pearson	3
AURKB-2	AURKB		ES2	cutting_control	pearson	3
BCL2-1	BCL2	-0.2304616250589575	ES2	cutting_control	pearson	3
BCL2-2	BCL2	-0.10336466543624444	ES2	cutting_control	pearson	3
BCL2L2-1	BCL2L2	-0.014798977471004813	ES2	cutting_control	pearson	3
BCL2L2-2	BCL2L2	0.04011450974023817	ES2	cutting_control	pearson	3
BCL2L2-4	BCL2L2	0.21252609666766217	ES2	cutting_control	pearson	3
BRAF-2	BRAF		ES2	cutting_control	pearson	3
BRAF1-1	BRAF1		ES2	cutting_control	pearson	3
BRCA1-1	BRCA1	0.09348938958213271	ES2	cutting_control	pearson	3
BRCA1-2	BRCA1	0.08781603590529397	ES2	cutting_control	pearson	3
BRD4-1	BRD4	-0.0946410204298763	ES2	cutting_control	pearson	3
BRD4-2	BRD4	-0.31513910989007543	ES2	cutting_control	pearson	3
CCND1-1	CCND1	0.1599518707142907	ES2	cutting_control	pearson	3
CCND1-2	CCND1	0.15967188916776998	ES2	cutting_control	pearson	3
CCNE1-1	CCNE1	0.31206179496514797	ES2	cutting_control	pearson	3
CCNE1-2	CCNE1	0.16785487976926922	ES2	cutting_control	pearson	3
CDK2-1	CDK2	0.17253289851145545	ES2	cutting_control	pearson	3
CDK2-2	CDK2	0.00028556129592812975	ES2	cutting_control	pearson	3
CDK4-1	CDK4	-0.023517128066663437	ES2	cutting_control	pearson	3
CDK4-2	CDK4	-0.05771472105703342	ES2	cutting_control	pearson	3
CDK4-3	CDK4	-0.02384313417437555	ES2	cutting_control	pearson	3
CHEK2-1	CHEK2	-0.026751335413703305	ES2	cutting_control	pearson	3
CHEK2-2	CHEK2	0.16807678752542804	ES2	cutting_control	pearson	3
COX5B-1	COX5B	-0.19505363601518003	ES2	cutting_control	pearson	3
COX5B-2	COX5B	-0.14684873493420345	ES2	cutting_control	pearson	3
CSNK1A1-1	CSNK1A1	-0.10487182250282505	ES2	cutting_control	pearson	3
CSNK1A1-2	CSNK1A1	-0.033965878258306215	ES2	cutting_control	pearson	3
CTNNB1-1	CTNNB1	-0.2445341546358581	ES2	cutting_control	pearson	3
CTNNB1-2	CTNNB1	-0.3013267654407871	ES2	cutting_control	pearson	3
Chr2-1	Chr2	-0.010437207713989441	ES2	cutting_control	pearson	3
Chr2-2	Chr2	0.005627342473559905	ES2	cutting_control	pearson	3
Chr2-3	Chr2	0.03681943533185283	ES2	cutting_control	pearson	3
Chr2-4	Chr2	0.014206587241991898	ES2	cutting_control	pearson	3
Chr2-5	Chr2	-0.0020563190777013306	ES2	cutting_control	pearson	3
Chr2-6	Chr2	-0.009805609330252893	ES2	cutting_control	pearson	3
DOT1L-1	DOT1L	-0.16242736365687757	ES2	cutting_control	pearson	3
DOT1L-2	DOT1L	-0.18521978927064867	ES2	cutting_control	pearson	3
EGFR-1	EGFR	-0.12361436452285487	ES2	cutting_control	pearson	3
EGFR-2	EGFR	-0.17145225539866507	ES2	cutting_control	pearson	3
EGLN1-8	EGLN1	-0.3431448248925846	ES2	cutting_control	pearson	3
EGLN1-9	EGLN1	-0.22071295784490763	ES2	cutting_control	pearson	3
EMPTY	EMPTY		ES2	cutting_control	pearson	3
ERBB2-1	ERBB2	0.3046467211339433	ES2	cutting_control	pearson	3
ERBB2-2	ERBB2	0.4038753984149854	ES2	cutting_control	pearson	3
ERBB3-1	ERBB3	-0.06602997174506096	ES2	cutting_control	pearson	3
ERBB3-2	ERBB3	-0.04378976681013514	ES2	cutting_control	pearson	3
EZH2-1	EZH2	0.1293835240141198	ES2	cutting_control	pearson	3
EZH2-2	EZH2	0.08668265938275846	ES2	cutting_control	pearson	3
GLS-1	GLS	0.09800186389224552	ES2	cutting_control	pearson	3
GLS-2	GLS	-0.005606977028986289	ES2	cutting_control	pearson	3
GPX4-1	GPX4	-0.25626634175512825	ES2	cutting_control	pearson	3
GPX4-2	GPX4	-0.2833168008398133	ES2	cutting_control	pearson	3
HIF1a-1	HIF1a	0.05127816863776087	ES2	cutting_control	pearson	3
HIF1a-2	HIF1a	0.011890109501714935	ES2	cutting_control	pearson	3
ITGAV-1	ITGAV	-0.15958300751892562	ES2	cutting_control	pearson	3
ITGAV-2	ITGAV	-0.26693586349047055	ES2	cutting_control	pearson	3
JAK3-1	JAK3	0.04627859952444721	ES2	cutting_control	pearson	3
JAK3-2	JAK3	-0.31482870430179966	ES2	cutting_control	pearson	3
KIF11-1	KIF11	0.007510077225051783	ES2	cutting_control	pearson	3
KIF11-2	KIF11	0.03188617316308262	ES2	cutting_control	pearson	3
KRAS-1	KRAS	-0.2685506407080379	ES2	cutting_control	pearson	3
KRAS-2A	KRAS	-0.12427503406245817	ES2	cutting_control	pearson	3
KRAS-2B	KRAS	-0.2955928196372416	ES2	cutting_control	pearson	3
LacZ-2	LacZ	0.1008574426615284	ES2	cutting_control	pearson	3
LacZ-3	LacZ	-0.1225142015556408	ES2	cutting_control	pearson	3
Luc-1	Luc	0.0933597613214336	ES2	cutting_control	pearson	3
Luc-2	Luc	0.15077902065867788	ES2	cutting_control	pearson	3
MAPK1-1	MAPK1	0.224892470389578	ES2	cutting_control	pearson	3
MAPK1-2	MAPK1	0.203442491140859	ES2	cutting_control	pearson	3
MCL1-2	MCL1	-0.14615957142599734	ES2	cutting_control	pearson	3
MCL1-5	MCL1	-0.1958278054710435	ES2	cutting_control	pearson	3
MTOR-1	MTOR	-0.022483329837135066	ES2	cutting_control	pearson	3
MTOR-2	MTOR	-0.12758343540144823	ES2	cutting_control	pearson	3
MYC-1	MYC	-0.015092067736603562	ES2	cutting_control	pearson	3
MYC-2	MYC	-0.05946746775235358	ES2	cutting_control	pearson	3
ORC4-1	ORC4	0.06674685162557804	ES2	cutting_control	pearson	3
ORC4-2	ORC4	-0.031928026982016376	ES2	cutting_control	pearson	3
PIK3CA-1	PIK3CA	-0.11816456992154237	ES2	cutting_control	pearson	3
PIK3CA-2	PIK3CA	0.09536970764662778	ES2	cutting_control	pearson	3
POLR2D-1	POLR2D	-0.016084177218169238	ES2	cutting_control	pearson	3
POLR2D-2	POLR2D	0.04118270781850566	ES2	cutting_control	pearson	3
PPIB-1	PPIB	0.08064294309521228	ES2	cutting_control	pearson	3
PPIB-2	PPIB	0.06888939912101368	ES2	cutting_control	pearson	3
PRDX1-1	PRDX1	-0.020645659709432346	ES2	cutting_control	pearson	3
PRDX1-2	PRDX1	-0.027027242756040133	ES2	cutting_control	pearson	3
PSMA1-1	PSMA1	-0.06894458007457877	ES2	cutting_control	pearson	3
PSMA1-2	PSMA1	-0.08760632460920122	ES2	cutting_control	pearson	3
PTK2-1	PTK2	-0.14061101709450013	ES2	cutting_control	pearson	3
PTK2-2	PTK2	-0.02238966023712762	ES2	cutting_control	pearson	3
RAC1-1	RAC1	-0.0008236790753579822	ES2	cutting_control	pearson	3
RAC1-2	RAC1	0.035255409132849795	ES2	cutting_control	pearson	3
RAF1-1	RAF1	0.10203238112574657	ES2	cutting_control	pearson	3
RAF1-2	RAF1	0.07984211065393183	ES2	cutting_control	pearson	3
RHOA-1	RHOA	-0.15700294019313218	ES2	cutting_control	pearson	3
RHOA-2	RHOA	-0.20119559743831678	ES2	cutting_control	pearson	3
SDHB-1	SDHB	-0.21016588151920992	ES2	cutting_control	pearson	3
SDHB-2	SDHB	0.12690857657337012	ES2	cutting_control	pearson	3
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	3
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	3
SMARCB1-1	SMARCB1	0.2381241539704061	ES2	cutting_control	pearson	3
SMARCB1-2	SMARCB1	-0.08555741779274147	ES2	cutting_control	pearson	3
STAT3-1	STAT3	-0.2009690912434989	ES2	cutting_control	pearson	3
STAT3-2	STAT3	-0.050721765563261884	ES2	cutting_control	pearson	3
SUZ12-1	SUZ12	0.07850345109554618	ES2	cutting_control	pearson	3
SUZ12-2	SUZ12	0.12402714028504175	ES2	cutting_control	pearson	3
TXN-1	TXN	-0.050713130874485465	ES2	cutting_control	pearson	3
TXN-2	TXN	-0.11648664549709735	ES2	cutting_control	pearson	3
XBP-1	XBP	0.30673951221731816	ES2	cutting_control	pearson	3
XBP-2	XBP	0.1825645386162851	ES2	cutting_control	pearson	3
YAP1-1	YAP1	0.28222879476606366	ES2	cutting_control	pearson	3
YAP1-2	YAP1	0.3468494952201567	ES2	cutting_control	pearson	3
AKT1-1	AKT1	0.009754112162432459	HCC44	cutting_control	pearson	4
AKT1-2	AKT1	0.15588695911456243	HCC44	cutting_control	pearson	4
ARID1B-1	ARID1B	-0.22250305319206326	HCC44	cutting_control	pearson	4
ARID1B-2	ARID1B	-0.1568503902310981	HCC44	cutting_control	pearson	4
ATF4-1	ATF4	-0.07791073466400002	HCC44	cutting_control	pearson	4
ATF4-2	ATF4	0.12342822796734604	HCC44	cutting_control	pearson	4
ATP50-1	ATP50	-0.20141232039924162	HCC44	cutting_control	pearson	4
ATP50-2	ATP50	-0.09871942489965312	HCC44	cutting_control	pearson	4
AURKB-2	AURKB		HCC44	cutting_control	pearson	4
BCL2-1	BCL2	0.030092755676789953	HCC44	cutting_control	pearson	4
BCL2-2	BCL2	-0.4075217803073567	HCC44	cutting_control	pearson	4
BCL2L2-1	BCL2L2	-0.02807167796430184	HCC44	cutting_control	pearson	4
BCL2L2-2	BCL2L2	-0.10015167830577641	HCC44	cutting_control	pearson	4
BCL2L2-4	BCL2L2	-0.26779240657998526	HCC44	cutting_control	pearson	4
BRAF-2	BRAF		HCC44	cutting_control	pearson	4
BRAF1-1	BRAF1		HCC44	cutting_control	pearson	4
BRCA1-1	BRCA1	-0.032599504348306	HCC44	cutting_control	pearson	4
BRCA1-2	BRCA1	0.1870452648091818	HCC44	cutting_control	pearson	4
BRD4-1	BRD4	-0.10695272169047147	HCC44	cutting_control	pearson	4
BRD4-2	BRD4	-0.1276362316892946	HCC44	cutting_control	pearson	4
CCND1-1	CCND1	-0.19462261759504168	HCC44	cutting_control	pearson	4
CCND1-2	CCND1	-0.11253830294374054	HCC44	cutting_control	pearson	4
CCNE1-1	CCNE1	0.05919955406573443	HCC44	cutting_control	pearson	4
CCNE1-2	CCNE1	0.2234073414115316	HCC44	cutting_control	pearson	4
CDK2-1	CDK2	0.13418544614177597	HCC44	cutting_control	pearson	4
CDK2-2	CDK2	-0.07116525780150465	HCC44	cutting_control	pearson	4
CDK4-1	CDK4	-0.09958759509900658	HCC44	cutting_control	pearson	4
CDK4-2	CDK4	-0.0314614620032454	HCC44	cutting_control	pearson	4
CDK4-3	CDK4	-0.09244218599462302	HCC44	cutting_control	pearson	4
CHEK2-1	CHEK2	0.49421625954497717	HCC44	cutting_control	pearson	4
CHEK2-2	CHEK2	0.12913740160839654	HCC44	cutting_control	pearson	4
COX5B-1	COX5B	-0.07830190775622303	HCC44	cutting_control	pearson	4
COX5B-2	COX5B	-0.15464990824884836	HCC44	cutting_control	pearson	4
CSNK1A1-1	CSNK1A1	0.164493424921875	HCC44	cutting_control	pearson	4
CSNK1A1-2	CSNK1A1	0.3092487553841949	HCC44	cutting_control	pearson	4
CTNNB1-1	CTNNB1	0.21165842115630637	HCC44	cutting_control	pearson	4
CTNNB1-2	CTNNB1	0.0834982318149615	HCC44	cutting_control	pearson	4
Chr2-1	Chr2	-0.004899261307780783	HCC44	cutting_control	pearson	4
Chr2-2	Chr2	-0.00767085511056953	HCC44	cutting_control	pearson	4
Chr2-3	Chr2	-0.03046243895409704	HCC44	cutting_control	pearson	4
Chr2-4	Chr2	-0.0034290489570451763	HCC44	cutting_control	pearson	4
Chr2-5	Chr2	-0.0037721862708488194	HCC44	cutting_control	pearson	4
Chr2-6	Chr2	-0.002253596417950527	HCC44	cutting_control	pearson	4
