perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls
Chr2-1	Chr2	0.2722839130331331	ES2	perturbation_control	pearson	3	50
Chr2-2	Chr2	0.21788983365835912	ES2	perturbation_control	pearson	3	50
Chr2-3	Chr2	0.589261868422229	ES2	perturbation_control	pearson	3	50
Chr2-4	Chr2	0.4102510962572064	ES2	perturbation_control	pearson	3	50
Chr2-5	Chr2	0.4409102418765697	ES2	perturbation_control	pearson	3	50
Chr2-6	Chr2	0.5949644099096452	ES2	perturbation_control	pearson	3	50
DOT1L-1	DOT1L	1.4474418332307242	ES2	perturbation_control	pearson	3	50
DOT1L-2	DOT1L	1.4461859958249794	ES2	perturbation_control	pearson	3	50
EGFR-1	EGFR	1.321398143859742	ES2	perturbation_control	pearson	3	50
EGFR-2	EGFR	1.4339866871882965	ES2	perturbation_control	pearson	3	50
EGLN1-8	EGLN1	2.6238317464238023	ES2	perturbation_control	pearson	3	50
EGLN1-9	EGLN1	2.6433578249827248	ES2	perturbation_control	pearson	3	50
EMPTY	EMPTY		ES2	perturbation_control	pearson	3	50
ERBB2-1	ERBB2	1.438491666684206	ES2	perturbation_control	pearson	3	50
ERBB2-2	ERBB2	1.4843031270090588	ES2	perturbation_control	pearson	3	50
ERBB3-1	ERBB3	0.8196696777200031	ES2	perturbation_control	pearson	3	50
ERBB3-2	ERBB3	0.8378528344772683	ES2	perturbation_control	pearson	3	50
EZH2-1	EZH2	1.5213448367193303	ES2	perturbation_control	pearson	3	50
EZH2-2	EZH2	1.8023918419386113	ES2	perturbation_control	pearson	3	50
GLS-1	GLS	1.3730877609098284	ES2	perturbation_control	pearson	3	50
GLS-2	GLS	1.2411263732119022	ES2	perturbation_control	pearson	3	50
GPX4-1	GPX4	3.286216537202355	ES2	perturbation_control	pearson	3	50
GPX4-2	GPX4	3.234055501138017	ES2	perturbation_control	pearson	3	50
HIF1a-1	HIF1a	0.8153365637822284	ES2	perturbation_control	pearson	3	50
HIF1a-2	HIF1a	0.7745871849558283	ES2	perturbation_control	pearson	3	50
ITGAV-1	ITGAV	2.999921727893234	ES2	perturbation_control	pearson	3	50
ITGAV-2	ITGAV	3.1479305128438497	ES2	perturbation_control	pearson	3	50
JAK3-1	JAK3	-0.07732137537508409	ES2	perturbation_control	pearson	3	50
JAK3-2	JAK3	-0.17685182888676448	ES2	perturbation_control	pearson	3	50
KIF11-1	KIF11	1.435081814720424	ES2	perturbation_control	pearson	3	50
KIF11-2	KIF11	1.652022818994688	ES2	perturbation_control	pearson	3	50
KRAS-1	KRAS	-0.02067742571804186	ES2	perturbation_control	pearson	3	50
KRAS-2A	KRAS	0.28227912661137466	ES2	perturbation_control	pearson	3	50
KRAS-2B	KRAS	0.14078063642016464	ES2	perturbation_control	pearson	3	50
LacZ-2	LacZ	-0.04127068886645713	ES2	perturbation_control	pearson	3	50
LacZ-3	LacZ	-0.1425065365930959	ES2	perturbation_control	pearson	3	50
Luc-1	Luc	0.6048544888764467	ES2	perturbation_control	pearson	3	50
Luc-2	Luc	0.35194709937707735	ES2	perturbation_control	pearson	3	50
MAPK1-1	MAPK1	3.252557364059781	ES2	perturbation_control	pearson	3	50
MAPK1-2	MAPK1	3.2673618311054047	ES2	perturbation_control	pearson	3	50
MCL1-2	MCL1	0.09220508365048723	ES2	perturbation_control	pearson	3	50
MCL1-5	MCL1	0.04613217821654078	ES2	perturbation_control	pearson	3	50
MTOR-1	MTOR	1.8199227314381357	ES2	perturbation_control	pearson	3	50
MTOR-2	MTOR	1.8487131327750272	ES2	perturbation_control	pearson	3	50
MYC-1	MYC	3.5181643667365208	ES2	perturbation_control	pearson	3	50
MYC-2	MYC	3.3241473643499644	ES2	perturbation_control	pearson	3	50
ORC4-1	ORC4	0.4277398624834702	ES2	perturbation_control	pearson	3	50
ORC4-2	ORC4	0.47758289123530173	ES2	perturbation_control	pearson	3	50
PIK3CA-1	PIK3CA	1.096805965460059	ES2	perturbation_control	pearson	3	50
PIK3CA-2	PIK3CA	1.303123438798744	ES2	perturbation_control	pearson	3	50
POLR2D-1	POLR2D	2.3934574754181495	ES2	perturbation_control	pearson	3	50
POLR2D-2	POLR2D	2.299494956426256	ES2	perturbation_control	pearson	3	50
PPIB-1	PPIB	0.16963175344809434	ES2	perturbation_control	pearson	3	50
PPIB-2	PPIB	0.060581680185370676	ES2	perturbation_control	pearson	3	50
PRDX1-1	PRDX1	0.6770325486251738	ES2	perturbation_control	pearson	3	50
PRDX1-2	PRDX1	0.877210677695323	ES2	perturbation_control	pearson	3	50
PSMA1-1	PSMA1	2.751040864316117	ES2	perturbation_control	pearson	3	50
PSMA1-2	PSMA1	2.8552165567593466	ES2	perturbation_control	pearson	3	50
PTK2-1	PTK2	2.053205077849789	ES2	perturbation_control	pearson	3	50
PTK2-2	PTK2	2.0449546480988032	ES2	perturbation_control	pearson	3	50
RAC1-1	RAC1	1.103871719341913	ES2	perturbation_control	pearson	3	50
RAC1-2	RAC1	1.0565475581332056	ES2	perturbation_control	pearson	3	50
RAF1-1	RAF1	1.4006184802398673	ES2	perturbation_control	pearson	3	50
RAF1-2	RAF1	1.462731377319419	ES2	perturbation_control	pearson	3	50
RHOA-1	RHOA	3.0753092401635933	ES2	perturbation_control	pearson	3	50
RHOA-2	RHOA	3.210151734298976	ES2	perturbation_control	pearson	3	50
SDHB-1	SDHB	0.9934337509105515	ES2	perturbation_control	pearson	3	50
SDHB-2	SDHB	0.9297535727919976	ES2	perturbation_control	pearson	3	50
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	3	50
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	3	50
SMARCB1-1	SMARCB1	0.8583539357329643	ES2	perturbation_control	pearson	3	50
SMARCB1-2	SMARCB1	0.7845170475764194	ES2	perturbation_control	pearson	3	50
STAT3-1	STAT3	0.8970771996444954	ES2	perturbation_control	pearson	3	50
STAT3-2	STAT3	0.971080431912364	ES2	perturbation_control	pearson	3	50
SUZ12-1	SUZ12	0.8595379805120958	ES2	perturbation_control	pearson	3	50
SUZ12-2	SUZ12	0.8850747781217955	ES2	perturbation_control	pearson	3	50
TXN-1	TXN	1.0440892345788633	ES2	perturbation_control	pearson	3	50
TXN-2	TXN	1.0847741704850016	ES2	perturbation_control	pearson	3	50
XBP-1	XBP	1.1983455129792888	ES2	perturbation_control	pearson	3	50
XBP-2	XBP	1.2368338302926234	ES2	perturbation_control	pearson	3	50
YAP1-1	YAP1	2.0905469432831287	ES2	perturbation_control	pearson	3	50
YAP1-2	YAP1	2.373153013961465	ES2	perturbation_control	pearson	3	50
AKT1-1	AKT1	0.770097607060335	HCC44	perturbation_control	pearson	3	40
AKT1-2	AKT1	0.9264150634161624	HCC44	perturbation_control	pearson	3	40
ARID1B-1	ARID1B	0.671209142599051	HCC44	perturbation_control	pearson	3	40
ARID1B-2	ARID1B	0.5241299274070088	HCC44	perturbation_control	pearson	3	40
ATF4-1	ATF4	0.4021420596840935	HCC44	perturbation_control	pearson	3	40
ATF4-2	ATF4	0.7204267135306339	HCC44	perturbation_control	pearson	3	40
ATP50-1	ATP50	1.4136923972394673	HCC44	perturbation_control	pearson	3	40
ATP50-2	ATP50	1.0826298789737872	HCC44	perturbation_control	pearson	3	40
AURKB-2	AURKB		HCC44	perturbation_control	pearson	3	40
BCL2-1	BCL2	0.6681335188299868	HCC44	perturbation_control	pearson	3	40
BCL2-2	BCL2	0.5105006965203283	HCC44	perturbation_control	pearson	3	40
BCL2L2-1	BCL2L2	0.13315778628584615	HCC44	perturbation_control	pearson	3	40
BCL2L2-2	BCL2L2	0.2401421258997441	HCC44	perturbation_control	pearson	3	40
BCL2L2-4	BCL2L2	0.645044317185744	HCC44	perturbation_control	pearson	3	40
BRAF-2	BRAF		HCC44	perturbation_control	pearson	3	40
BRAF1-1	BRAF1		HCC44	perturbation_control	pearson	3	40
BRCA1-1	BRCA1	0.9250258898052114	HCC44	perturbation_control	pearson	3	40
BRCA1-2	BRCA1	0.8639206442144539	HCC44	perturbation_control	pearson	3	40
BRD4-1	BRD4	2.688099256713588	HCC44	perturbation_control	pearson	3	40
BRD4-2	BRD4	1.9108247785743468	HCC44	perturbation_control	pearson	3	40
CCND1-1	CCND1	0.8116496735469644	HCC44	perturbation_control	pearson	3	40
CCND1-2	CCND1	0.533400791263123	HCC44	perturbation_control	pearson	3	40
CCNE1-1	CCNE1	1.9199454182555244	HCC44	perturbation_control	pearson	3	40
CCNE1-2	CCNE1	1.7209370785786675	HCC44	perturbation_control	pearson	3	40
CDK2-1	CDK2	2.428837718115597	HCC44	perturbation_control	pearson	3	40
CDK2-2	CDK2	2.1440901397243715	HCC44	perturbation_control	pearson	3	40
CDK4-1	CDK4	1.1289574781256635	HCC44	perturbation_control	pearson	3	40
CDK4-2	CDK4	1.0840100282948621	HCC44	perturbation_control	pearson	3	40
CDK4-3	CDK4	0.7499742181890778	HCC44	perturbation_control	pearson	3	40
CHEK2-1	CHEK2	0.39830846840223344	HCC44	perturbation_control	pearson	3	40
CHEK2-2	CHEK2	0.5498512209073224	HCC44	perturbation_control	pearson	3	40
COX5B-1	COX5B	0.8293873025163179	HCC44	perturbation_control	pearson	3	40
COX5B-2	COX5B	0.5840319238985587	HCC44	perturbation_control	pearson	3	40
CSNK1A1-1	CSNK1A1	2.4043156546512456	HCC44	perturbation_control	pearson	3	40
CSNK1A1-2	CSNK1A1	1.5465008503194941	HCC44	perturbation_control	pearson	3	40
CTNNB1-1	CTNNB1	-0.0737056502186973	HCC44	perturbation_control	pearson	3	40
CTNNB1-2	CTNNB1	0.07504004562396699	HCC44	perturbation_control	pearson	3	40
Chr2-1	Chr2	0.448543411986776	HCC44	perturbation_control	pearson	3	40
Chr2-2	Chr2	0.2645095308164574	HCC44	perturbation_control	pearson	3	40
Chr2-3	Chr2	0.5382332386885793	HCC44	perturbation_control	pearson	3	40
Chr2-4	Chr2	0.15560822317958553	HCC44	perturbation_control	pearson	3	40
Chr2-5	Chr2	0.5303947336290141	HCC44	perturbation_control	pearson	3	40
Chr2-6	Chr2	0.5820485729295625	HCC44	perturbation_control	pearson	3	40
DOT1L-1	DOT1L	1.0902234387046326	HCC44	perturbation_control	pearson	3	40
DOT1L-2	DOT1L	1.1550123819378144	HCC44	perturbation_control	pearson	3	40
EGFR-1	EGFR	0.5352217048938536	HCC44	perturbation_control	pearson	3	40
EGFR-2	EGFR	0.34591564035103495	HCC44	perturbation_control	pearson	3	40
EGLN1-8	EGLN1	1.4213529078612281	HCC44	perturbation_control	pearson	3	40
EGLN1-9	EGLN1	1.3695589317869972	HCC44	perturbation_control	pearson	3	40
EMPTY	EMPTY		HCC44	perturbation_control	pearson	3	40
ERBB2-1	ERBB2	0.32120534822805297	HCC44	perturbation_control	pearson	3	40
ERBB2-2	ERBB2	0.14036265661718533	HCC44	perturbation_control	pearson	3	40
ERBB3-1	ERBB3	0.7726965950047806	HCC44	perturbation_control	pearson	3	40
ERBB3-2	ERBB3	0.6705406840538615	HCC44	perturbation_control	pearson	3	40
EZH2-1	EZH2	0.9541102890819061	HCC44	perturbation_control	pearson	3	40
EZH2-2	EZH2	0.994110870348114	HCC44	perturbation_control	pearson	3	40
GLS-1	GLS	1.1699349576771576	HCC44	perturbation_control	pearson	3	40
GLS-2	GLS	0.7969178595939679	HCC44	perturbation_control	pearson	3	40
GPX4-1	GPX4	1.17023021151353	HCC44	perturbation_control	pearson	3	40
GPX4-2	GPX4	1.1074699698383554	HCC44	perturbation_control	pearson	3	40
HIF1a-1	HIF1a	0.6947559084077217	HCC44	perturbation_control	pearson	3	40
HIF1a-2	HIF1a	0.6081265749702285	HCC44	perturbation_control	pearson	3	40
ITGAV-1	ITGAV	3.594824758029828	HCC44	perturbation_control	pearson	3	40
ITGAV-2	ITGAV	3.7175289835243586	HCC44	perturbation_control	pearson	3	40
JAK3-1	JAK3	0.37828311771808737	HCC44	perturbation_control	pearson	3	40
JAK3-2	JAK3	0.20551087248027822	HCC44	perturbation_control	pearson	3	40
KIF11-1	KIF11	2.339519269754417	HCC44	perturbation_control	pearson	3	40
KIF11-2	KIF11	2.081551331849852	HCC44	perturbation_control	pearson	3	40
KRAS-1	KRAS	1.3387046253675137	HCC44	perturbation_control	pearson	3	40
KRAS-2A	KRAS	1.2406810478665788	HCC44	perturbation_control	pearson	3	40
KRAS-2B	KRAS	0.8034205263705778	HCC44	perturbation_control	pearson	3	40
LacZ-2	LacZ	0.2298078956650079	HCC44	perturbation_control	pearson	3	40
LacZ-3	LacZ	0.23252209532220336	HCC44	perturbation_control	pearson	3	40
Luc-1	Luc	0.6284682707389931	HCC44	perturbation_control	pearson	3	40
Luc-2	Luc	0.5242610761987386	HCC44	perturbation_control	pearson	3	40
MAPK1-1	MAPK1	0.893350532397785	HCC44	perturbation_control	pearson	3	40
MAPK1-2	MAPK1	0.8899122859324111	HCC44	perturbation_control	pearson	3	40
MCL1-2	MCL1	0.4774300893081443	HCC44	perturbation_control	pearson	3	40
MCL1-5	MCL1	0.42072821748124506	HCC44	perturbation_control	pearson	3	40
MTOR-1	MTOR	1.7395687077697952	HCC44	perturbation_control	pearson	3	40
MTOR-2	MTOR	1.5722543299904987	HCC44	perturbation_control	pearson	3	40
MYC-1	MYC	2.4688208416129487	HCC44	perturbation_control	pearson	3	40
MYC-2	MYC	2.3900481792789496	HCC44	perturbation_control	pearson	3	40
ORC4-1	ORC4	0.37308153461372995	HCC44	perturbation_control	pearson	3	40
ORC4-2	ORC4	0.2309024965686901	HCC44	perturbation_control	pearson	3	40
PIK3CA-1	PIK3CA	0.5989324523490231	HCC44	perturbation_control	pearson	3	40
PIK3CA-2	PIK3CA	0.9478843703842672	HCC44	perturbation_control	pearson	3	40
POLR2D-1	POLR2D	2.3939282321398423	HCC44	perturbation_control	pearson	3	40
POLR2D-2	POLR2D	2.3040752087525385	HCC44	perturbation_control	pearson	3	40
PPIB-1	PPIB	0.035622489824164	HCC44	perturbation_control	pearson	3	40
PPIB-2	PPIB	-0.027241456700931276	HCC44	perturbation_control	pearson	3	40
PRDX1-1	PRDX1	0.4212986574646307	HCC44	perturbation_control	pearson	3	40
PRDX1-2	PRDX1	0.225424739107326	HCC44	perturbation_control	pearson	3	40
PSMA1-1	PSMA1	2.145860582930375	HCC44	perturbation_control	pearson	3	40
PSMA1-2	PSMA1	2.196422829519478	HCC44	perturbation_control	pearson	3	40
PTK2-1	PTK2	2.703020348032717	HCC44	perturbation_control	pearson	3	40
PTK2-2	PTK2	2.6323654973548667	HCC44	perturbation_control	pearson	3	40
RAC1-1	RAC1	1.1432741210516757	HCC44	perturbation_control	pearson	3	40
RAC1-2	RAC1	0.9644788183584174	HCC44	perturbation_control	pearson	3	40
RAF1-1	RAF1	0.886900345132092	HCC44	perturbation_control	pearson	3	40
RAF1-2	RAF1	1.0317920839623558	HCC44	perturbation_control	pearson	3	40
RHOA-1	RHOA	2.747676178143612	HCC44	perturbation_control	pearson	3	40
RHOA-2	RHOA	2.7414741869722916	HCC44	perturbation_control	pearson	3	40
SDHB-1	SDHB	1.473322171437951	HCC44	perturbation_control	pearson	3	40
SDHB-2	SDHB	1.003201891305834	HCC44	perturbation_control	pearson	3	40
SLC2A1-1	SLC2A1		HCC44	perturbation_control	pearson	3	40
SLC2A2-2	SLC2A2		HCC44	perturbation_control	pearson	3	40
SMARCB1-1	SMARCB1	0.41999013536095664	HCC44	perturbation_control	pearson	3	40
SMARCB1-2	SMARCB1	0.6264761794339868	HCC44	perturbation_control	pearson	3	40
STAT3-1	STAT3	0.5959989921947434	HCC44	perturbation_control	pearson	3	40
STAT3-2	STAT3	0.4790706934939614	HCC44	perturbation_control	pearson	3	40
SUZ12-1	SUZ12	1.4910174533866576	HCC44	perturbation_control	pearson	3	40
SUZ12-2	SUZ12	1.3836768625281115	HCC44	perturbation_control	pearson	3	40
TXN-1	TXN	0.7421464712761261	HCC44	perturbation_control	pearson	3	40
TXN-2	TXN	0.685930799415558	HCC44	perturbation_control	pearson	3	40
XBP-1	XBP	0.9527285605591239	HCC44	perturbation_control	pearson	3	40
XBP-2	XBP	1.1114406478226655	HCC44	perturbation_control	pearson	3	40
YAP1-1	YAP1	0.5611698924082301	HCC44	perturbation_control	pearson	3	40
YAP1-2	YAP1	0.6607865061744653	HCC44	perturbation_control	pearson	3	40
AKT1-1	AKT1	0.4477094423085537	A549	perturbation_control	pearson	3	40
AKT1-2	AKT1	0.3474817558155418	A549	perturbation_control	pearson	3	40
ARID1B-1	ARID1B	0.8638867644832884	A549	perturbation_control	pearson	3	40
ARID1B-2	ARID1B	0.772645345189741	A549	perturbation_control	pearson	3	40
ATF4-1	ATF4	2.122405072248195	A549	perturbation_control	pearson	3	40
ATF4-2	ATF4	2.0907020052669676	A549	perturbation_control	pearson	3	40
ATP50-1	ATP50	0.7896492634446831	A549	perturbation_control	pearson	3	40
ATP50-2	ATP50	0.6450276588417951	A549	perturbation_control	pearson	3	40
AURKB-2	AURKB		A549	perturbation_control	pearson	3	40
BCL2-1	BCL2	0.6467324892294513	A549	perturbation_control	pearson	3	40
BCL2-2	BCL2	0.5256559130360299	A549	perturbation_control	pearson	3	40
BCL2L2-1	BCL2L2	0.09343841857114686	A549	perturbation_control	pearson	3	40
BCL2L2-2	BCL2L2	-0.025037979387004233	A549	perturbation_control	pearson	3	40
BCL2L2-4	BCL2L2	-0.03683394425146785	A549	perturbation_control	pearson	3	40
BRAF-2	BRAF		A549	perturbation_control	pearson	3	40
BRAF1-1	BRAF1		A549	perturbation_control	pearson	3	40
BRCA1-1	BRCA1	1.0130205093449862	A549	perturbation_control	pearson	3	40
BRCA1-2	BRCA1	0.8882802558239242	A549	perturbation_control	pearson	3	40
BRD4-1	BRD4	1.124391866573333	A549	perturbation_control	pearson	3	40
BRD4-2	BRD4	1.3049917528196942	A549	perturbation_control	pearson	3	40
CCND1-1	CCND1	1.5157675959137757	A549	perturbation_control	pearson	3	40
CCND1-2	CCND1	1.430136857090193	A549	perturbation_control	pearson	3	40
CCNE1-1	CCNE1	1.992312794061638	A549	perturbation_control	pearson	3	40
CCNE1-2	CCNE1	1.916193831129866	A549	perturbation_control	pearson	3	40
CDK2-1	CDK2	1.8769031575294415	A549	perturbation_control	pearson	3	40
CDK2-2	CDK2	1.7584354759977536	A549	perturbation_control	pearson	3	40
CDK4-1	CDK4	1.5830535108141228	A549	perturbation_control	pearson	3	40
CDK4-2	CDK4	1.4795127114096895	A549	perturbation_control	pearson	3	40
CDK4-3	CDK4	1.4133273241528654	A549	perturbation_control	pearson	3	40
CHEK2-1	CHEK2	0.14802205593859036	A549	perturbation_control	pearson	3	40
CHEK2-2	CHEK2	0.23718051191115286	A549	perturbation_control	pearson	3	40
COX5B-1	COX5B	0.9063298560724186	A549	perturbation_control	pearson	3	40
COX5B-2	COX5B	0.7824413624883901	A549	perturbation_control	pearson	3	40
CSNK1A1-1	CSNK1A1	2.3356888062611443	A549	perturbation_control	pearson	3	40
CSNK1A1-2	CSNK1A1	1.758819596075118	A549	perturbation_control	pearson	3	40
CTNNB1-1	CTNNB1	-0.34670315113314226	A549	perturbation_control	pearson	3	40
CTNNB1-2	CTNNB1	-0.1262474200453536	A549	perturbation_control	pearson	3	40
Chr2-1	Chr2	0.5621007981774195	A549	perturbation_control	pearson	3	40
Chr2-2	Chr2	0.3739097259598295	A549	perturbation_control	pearson	3	40
Chr2-3	Chr2	0.5908351078763341	A549	perturbation_control	pearson	3	40
Chr2-4	Chr2	0.22196629675987273	A549	perturbation_control	pearson	3	40
Chr2-5	Chr2	0.43639665729877003	A549	perturbation_control	pearson	3	40
Chr2-6	Chr2	0.5976577555785686	A549	perturbation_control	pearson	3	40
DOT1L-1	DOT1L	0.4513322789463045	A549	perturbation_control	pearson	3	40
DOT1L-2	DOT1L	0.5078585186325711	A549	perturbation_control	pearson	3	40
EGFR-1	EGFR	0.6256904675327289	A549	perturbation_control	pearson	3	40
EGFR-2	EGFR	0.5966455286498906	A549	perturbation_control	pearson	3	40
EGLN1-8	EGLN1	0.6857426258780112	A549	perturbation_control	pearson	3	40
EGLN1-9	EGLN1	0.5959301570452595	A549	perturbation_control	pearson	3	40
EMPTY	EMPTY		A549	perturbation_control	pearson	3	40
ERBB2-1	ERBB2	1.6156396153655088	A549	perturbation_control	pearson	3	40
ERBB2-2	ERBB2	1.671964397232021	A549	perturbation_control	pearson	3	40
ERBB3-1	ERBB3	1.0927481072755498	A549	perturbation_control	pearson	3	40
ERBB3-2	ERBB3	1.0454447022136815	A549	perturbation_control	pearson	3	40
EZH2-1	EZH2	1.366950810599191	A549	perturbation_control	pearson	3	40
EZH2-2	EZH2	1.3001181208581016	A549	perturbation_control	pearson	3	40
GLS-1	GLS	0.7908751198563028	A549	perturbation_control	pearson	3	40
GLS-2	GLS	0.5453080347924044	A549	perturbation_control	pearson	3	40
GPX4-1	GPX4	0.6386869694922355	A549	perturbation_control	pearson	3	40
GPX4-2	GPX4	0.6958531888656402	A549	perturbation_control	pearson	3	40
HIF1a-1	HIF1a	0.27372310856751025	A549	perturbation_control	pearson	3	40
HIF1a-2	HIF1a	0.24685551523613444	A549	perturbation_control	pearson	3	40
ITGAV-1	ITGAV	3.3415148435240956	A549	perturbation_control	pearson	3	40
ITGAV-2	ITGAV	3.429588655048386	A549	perturbation_control	pearson	3	40
JAK3-1	JAK3	0.1031237380729923	A549	perturbation_control	pearson	3	40
JAK3-2	JAK3	0.17048291492779102	A549	perturbation_control	pearson	3	40
KIF11-1	KIF11	1.946545549153441	A549	perturbation_control	pearson	3	40
KIF11-2	KIF11	1.9984440281645428	A549	perturbation_control	pearson	3	40
KRAS-1	KRAS	1.0627170108006898	A549	perturbation_control	pearson	3	40
KRAS-2A	KRAS	1.0430925259609705	A549	perturbation_control	pearson	3	40
KRAS-2B	KRAS	0.14106485911526395	A549	perturbation_control	pearson	3	40
LacZ-2	LacZ	0.339497363112385	A549	perturbation_control	pearson	3	40
LacZ-3	LacZ	0.3435736146351815	A549	perturbation_control	pearson	3	40
Luc-1	Luc	0.6032194053347787	A549	perturbation_control	pearson	3	40
Luc-2	Luc	0.501273686902059	A549	perturbation_control	pearson	3	40
MAPK1-1	MAPK1	0.5609861378250429	A549	perturbation_control	pearson	3	40
MAPK1-2	MAPK1	0.47985838066906705	A549	perturbation_control	pearson	3	40
MCL1-2	MCL1	-0.1248102705392889	A549	perturbation_control	pearson	3	40
MCL1-5	MCL1	-0.03916157786594044	A549	perturbation_control	pearson	3	40
MTOR-1	MTOR	1.5320470938990278	A549	perturbation_control	pearson	3	40
MTOR-2	MTOR	1.4281135751211396	A549	perturbation_control	pearson	3	40
MYC-1	MYC	2.5204382516738253	A549	perturbation_control	pearson	3	40
MYC-2	MYC	2.299117547015718	A549	perturbation_control	pearson	3	40
ORC4-1	ORC4	0.19863134008279043	A549	perturbation_control	pearson	3	40
ORC4-2	ORC4	0.2096613320123576	A549	perturbation_control	pearson	3	40
PIK3CA-1	PIK3CA	1.3611963030963972	A549	perturbation_control	pearson	3	40
PIK3CA-2	PIK3CA	1.6728478061717145	A549	perturbation_control	pearson	3	40
POLR2D-1	POLR2D	1.9714390486257298	A549	perturbation_control	pearson	3	40
POLR2D-2	POLR2D	1.950499264125933	A549	perturbation_control	pearson	3	40
PPIB-1	PPIB	-0.070063802958525	A549	perturbation_control	pearson	3	40
PPIB-2	PPIB	-0.10486417138801112	A549	perturbation_control	pearson	3	40
PRDX1-1	PRDX1	0.5853806720308011	A549	perturbation_control	pearson	3	40
PRDX1-2	PRDX1	0.49418573776253794	A549	perturbation_control	pearson	3	40
PSMA1-1	PSMA1	1.8397429608247033	A549	perturbation_control	pearson	3	40
PSMA1-2	PSMA1	1.712273459304523	A549	perturbation_control	pearson	3	40
PTK2-1	PTK2	2.379567585695373	A549	perturbation_control	pearson	3	40
PTK2-2	PTK2	2.831609576784936	A549	perturbation_control	pearson	3	40
RAC1-1	RAC1	0.32331468341175257	A549	perturbation_control	pearson	3	40
RAC1-2	RAC1	0.20297398505358266	A549	perturbation_control	pearson	3	40
RAF1-1	RAF1	0.7476290732514879	A549	perturbation_control	pearson	3	40
RAF1-2	RAF1	0.7668238036197015	A549	perturbation_control	pearson	3	40
RHOA-1	RHOA	0.9965299261060093	A549	perturbation_control	pearson	3	40
RHOA-2	RHOA	0.9906319858435206	A549	perturbation_control	pearson	3	40
SDHB-1	SDHB	0.5048157020839309	A549	perturbation_control	pearson	3	40
SDHB-2	SDHB	0.6991715751665626	A549	perturbation_control	pearson	3	40
SLC2A1-1	SLC2A1		A549	perturbation_control	pearson	3	40
SLC2A2-2	SLC2A2		A549	perturbation_control	pearson	3	40
SMARCB1-1	SMARCB1	0.26726971478710343	A549	perturbation_control	pearson	3	40
SMARCB1-2	SMARCB1	0.2802013728734424	A549	perturbation_control	pearson	3	40
STAT3-1	STAT3	0.6436392674501605	A549	perturbation_control	pearson	3	40
STAT3-2	STAT3	0.6269808626199481	A549	perturbation_control	pearson	3	40
SUZ12-1	SUZ12	1.82550536026487	A549	perturbation_control	pearson	3	40
SUZ12-2	SUZ12	1.6740299426396328	A549	perturbation_control	pearson	3	40
TXN-1	TXN	1.0674881311574582	A549	perturbation_control	pearson	3	40
TXN-2	TXN	1.0764049718400879	A549	perturbation_control	pearson	3	40
XBP-1	XBP	1.362360116081021	A549	perturbation_control	pearson	3	40
XBP-2	XBP	1.2822872895042543	A549	perturbation_control	pearson	3	40
YAP1-1	YAP1	0.45236233627249045	A549	perturbation_control	pearson	3	40
YAP1-2	YAP1	0.537856362827297	A549	perturbation_control	pearson	3	40
AKT1-1	AKT1	0.3889071979660932	ES2	perturbation_control	pearson	3	40
AKT1-2	AKT1	0.21112266577285624	ES2	perturbation_control	pearson	3	40
ARID1B-1	ARID1B	0.8982918343645233	ES2	perturbation_control	pearson	3	40
ARID1B-2	ARID1B	0.7896533364577062	ES2	perturbation_control	pearson	3	40
ATF4-1	ATF4	1.1683169729375114	ES2	perturbation_control	pearson	3	40
ATF4-2	ATF4	1.1858031568848117	ES2	perturbation_control	pearson	3	40
ATP50-1	ATP50	0.41783583147599646	ES2	perturbation_control	pearson	3	40
ATP50-2	ATP50	0.6022979772414757	ES2	perturbation_control	pearson	3	40
AURKB-2	AURKB		ES2	perturbation_control	pearson	3	40
BCL2-1	BCL2	0.24695579607121404	ES2	perturbation_control	pearson	3	40
BCL2-2	BCL2	0.057261319058028844	ES2	perturbation_control	pearson	3	40
BCL2L2-1	BCL2L2	-0.1695990730250004	ES2	perturbation_control	pearson	3	40
BCL2L2-2	BCL2L2	0.18112495093932945	ES2	perturbation_control	pearson	3	40
BCL2L2-4	BCL2L2	0.26241148691926836	ES2	perturbation_control	pearson	3	40
BRAF-2	BRAF		ES2	perturbation_control	pearson	3	40
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	3	40
BRCA1-1	BRCA1	0.662548477259368	ES2	perturbation_control	pearson	3	40
BRCA1-2	BRCA1	0.4419214337452642	ES2	perturbation_control	pearson	3	40
BRD4-1	BRD4	1.2721854537451325	ES2	perturbation_control	pearson	3	40
BRD4-2	BRD4	1.396798853115985	ES2	perturbation_control	pearson	3	40
CCND1-1	CCND1	2.384835001609532	ES2	perturbation_control	pearson	3	40
CCND1-2	CCND1	2.4038315371529415	ES2	perturbation_control	pearson	3	40
CCNE1-1	CCNE1	1.0569416651964074	ES2	perturbation_control	pearson	3	40
CCNE1-2	CCNE1	1.2003419304421463	ES2	perturbation_control	pearson	3	40
CDK2-1	CDK2	2.133294460479164	ES2	perturbation_control	pearson	3	40
CDK2-2	CDK2	1.7288109000010572	ES2	perturbation_control	pearson	3	40
CDK4-1	CDK4	2.4298764873100778	ES2	perturbation_control	pearson	3	40
