perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	shuffle_method	norm_method
ERBB3-2	ERBB3	-0.6617441293730498	ES2	cutting_control	pearson	4	independent_column	ctrl_based
EZH2-1	EZH2	-0.358729848950866	ES2	cutting_control	pearson	4	independent_column	ctrl_based
EZH2-2	EZH2	-0.1978560009732018	ES2	cutting_control	pearson	4	independent_column	ctrl_based
GLS-1	GLS	-0.9648834163030011	ES2	cutting_control	pearson	4	independent_column	ctrl_based
GLS-2	GLS	-0.5139481561617019	ES2	cutting_control	pearson	4	independent_column	ctrl_based
GPX4-1	GPX4	-0.04819908078374974	ES2	cutting_control	pearson	4	independent_column	ctrl_based
GPX4-2	GPX4	-0.011871635836285421	ES2	cutting_control	pearson	4	independent_column	ctrl_based
HIF1a-1	HIF1a	0.3095427510144828	ES2	cutting_control	pearson	4	independent_column	ctrl_based
HIF1a-2	HIF1a	0.5798028159894618	ES2	cutting_control	pearson	4	independent_column	ctrl_based
ITGAV-1	ITGAV	-0.5912416751349775	ES2	cutting_control	pearson	4	independent_column	ctrl_based
ITGAV-2	ITGAV	-0.7348039931858198	ES2	cutting_control	pearson	4	independent_column	ctrl_based
JAK3-1	JAK3	0.16050114932184312	ES2	cutting_control	pearson	4	independent_column	ctrl_based
JAK3-2	JAK3	0.6093109404539793	ES2	cutting_control	pearson	4	independent_column	ctrl_based
KIF11-1	KIF11	0.1940067234381716	ES2	cutting_control	pearson	4	independent_column	ctrl_based
KIF11-2	KIF11	-0.35545136281037093	ES2	cutting_control	pearson	4	independent_column	ctrl_based
KRAS-1	KRAS	0.2476015600892347	ES2	cutting_control	pearson	4	independent_column	ctrl_based
KRAS-2A	KRAS	-0.1850723135949847	ES2	cutting_control	pearson	4	independent_column	ctrl_based
KRAS-2B	KRAS	0.258240362892477	ES2	cutting_control	pearson	4	independent_column	ctrl_based
LacZ-2	LacZ	-0.22168781262819698	ES2	cutting_control	pearson	4	independent_column	ctrl_based
LacZ-3	LacZ	-0.009694794874111734	ES2	cutting_control	pearson	4	independent_column	ctrl_based
Luc-1	Luc	-0.3040033846144872	ES2	cutting_control	pearson	4	independent_column	ctrl_based
Luc-2	Luc	0.011885384036918785	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MAPK1-1	MAPK1	-0.7469212383149123	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MAPK1-2	MAPK1	-1.0696451929536899	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MCL1-2	MCL1	0.6813773046499636	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MCL1-5	MCL1	0.5501201125647042	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MTOR-1	MTOR	0.3194774464968385	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MTOR-2	MTOR	0.7730247246253223	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MYC-1	MYC	-0.46275888291366984	ES2	cutting_control	pearson	4	independent_column	ctrl_based
MYC-2	MYC	0.04027212193507465	ES2	cutting_control	pearson	4	independent_column	ctrl_based
ORC4-1	ORC4	0.002756234192167209	ES2	cutting_control	pearson	4	independent_column	ctrl_based
ORC4-2	ORC4	0.17928468849441598	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PIK3CA-1	PIK3CA	-0.036935125244295694	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PIK3CA-2	PIK3CA	-0.1639473857762637	ES2	cutting_control	pearson	4	independent_column	ctrl_based
POLR2D-1	POLR2D	-0.12058583410262612	ES2	cutting_control	pearson	4	independent_column	ctrl_based
POLR2D-2	POLR2D	-0.06508253097984418	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PPIB-1	PPIB	0.08355863401253284	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PPIB-2	PPIB	0.059903854760645754	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PRDX1-1	PRDX1	-0.18195667307330127	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PRDX1-2	PRDX1	-0.41315062450843393	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PSMA1-1	PSMA1	-0.008086829180179889	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PSMA1-2	PSMA1	0.0012402326579461914	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PTK2-1	PTK2	0.9184068225360558	ES2	cutting_control	pearson	4	independent_column	ctrl_based
PTK2-2	PTK2	0.8491329395581166	ES2	cutting_control	pearson	4	independent_column	ctrl_based
RAC1-1	RAC1	0.9136520742571039	ES2	cutting_control	pearson	4	independent_column	ctrl_based
RAC1-2	RAC1	0.9739843835557576	ES2	cutting_control	pearson	4	independent_column	ctrl_based
RAF1-1	RAF1	0.058455934325860284	ES2	cutting_control	pearson	4	independent_column	ctrl_based
RAF1-2	RAF1	0.21766888062383508	ES2	cutting_control	pearson	4	independent_column	ctrl_based
RHOA-1	RHOA	0.6000524425228755	ES2	cutting_control	pearson	4	independent_column	ctrl_based
RHOA-2	RHOA	0.5937349037766182	ES2	cutting_control	pearson	4	independent_column	ctrl_based
SDHB-1	SDHB	0.528810033340448	ES2	cutting_control	pearson	4	independent_column	ctrl_based
SDHB-2	SDHB	0.7628585891426461	ES2	cutting_control	pearson	4	independent_column	ctrl_based
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	4	independent_column	ctrl_based
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	4	independent_column	ctrl_based
SMARCB1-1	SMARCB1	-0.3405187607777611	ES2	cutting_control	pearson	4	independent_column	ctrl_based
SMARCB1-2	SMARCB1	-0.44520317370129764	ES2	cutting_control	pearson	4	independent_column	ctrl_based
STAT3-1	STAT3	-0.2980128300824339	ES2	cutting_control	pearson	4	independent_column	ctrl_based
STAT3-2	STAT3	-0.5874587237961045	ES2	cutting_control	pearson	4	independent_column	ctrl_based
SUZ12-1	SUZ12	0.4446568749153746	ES2	cutting_control	pearson	4	independent_column	ctrl_based
SUZ12-2	SUZ12	0.21416222077546618	ES2	cutting_control	pearson	4	independent_column	ctrl_based
TXN-1	TXN	-0.18200548910599845	ES2	cutting_control	pearson	4	independent_column	ctrl_based
TXN-2	TXN	0.022562423447893998	ES2	cutting_control	pearson	4	independent_column	ctrl_based
XBP-1	XBP	0.4882282465569745	ES2	cutting_control	pearson	4	independent_column	ctrl_based
XBP-2	XBP	0.4156228853070893	ES2	cutting_control	pearson	4	independent_column	ctrl_based
YAP1-1	YAP1	-0.20980855291493852	ES2	cutting_control	pearson	4	independent_column	ctrl_based
YAP1-2	YAP1	-0.8134379147194104	ES2	cutting_control	pearson	4	independent_column	ctrl_based
AKT1-1	AKT1	-0.13485080252268147	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
AKT1-2	AKT1	-0.38536541583775463	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ARID1B-1	ARID1B	0.1612252652336038	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ARID1B-2	ARID1B	0.38298980854453973	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ATF4-1	ATF4	1.30352063834272	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ATF4-2	ATF4	1.1641395656810434	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ATP50-1	ATP50	0.3845388490864097	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ATP50-2	ATP50	0.6022701570226328	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
AURKB-2	AURKB		ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BCL2-1	BCL2	0.2513973056306504	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BCL2-2	BCL2	0.43753549875606457	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BCL2L2-1	BCL2L2	0.4719587052272619	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BCL2L2-2	BCL2L2	0.3096439833841987	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BCL2L2-4	BCL2L2	0.6911608615541724	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BRAF-2	BRAF		ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BRAF1-1	BRAF1		ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BRCA1-1	BRCA1	-0.05380577711640239	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BRCA1-2	BRCA1	0.017235746714135525	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BRD4-1	BRD4	0.19160371986411595	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
BRD4-2	BRD4	0.0330532830645079	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CCND1-1	CCND1	1.1992218003974089	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CCND1-2	CCND1	0.9393697349816419	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CCNE1-1	CCNE1	1.4199619296914034	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CCNE1-2	CCNE1	1.1898483926030552	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CDK2-1	CDK2	0.4930889222099678	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CDK2-2	CDK2	0.6412585534897142	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CDK4-1	CDK4	0.5243866850158566	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CDK4-2	CDK4	0.6568460352594742	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CDK4-3	CDK4	0.4357692373101906	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CHEK2-1	CHEK2	0.3519845073997581	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CHEK2-2	CHEK2	0.09638561620276201	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
COX5B-1	COX5B	-0.5725197829918343	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
COX5B-2	COX5B	-0.46321547028938465	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CSNK1A1-1	CSNK1A1	-1.2307294810185228	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CSNK1A1-2	CSNK1A1	-0.7631753598589763	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CTNNB1-1	CTNNB1	0.05920590392687605	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
CTNNB1-2	CTNNB1	0.1902577479888522	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Chr2-1	Chr2	0.032509018100535005	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Chr2-2	Chr2	-0.02723127267027905	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Chr2-3	Chr2	-0.038449063450463276	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Chr2-4	Chr2	0.03659106406907027	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Chr2-5	Chr2	-0.0006187561795798713	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Chr2-6	Chr2	-0.008783565770847657	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
DOT1L-1	DOT1L	0.46759396521827123	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
DOT1L-2	DOT1L	0.04336246152215534	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EGFR-1	EGFR	1.1399987284639874	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EGFR-2	EGFR	0.8302562272502112	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EGLN1-8	EGLN1	-0.18753932077415253	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EGLN1-9	EGLN1	-0.11156325995390692	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EMPTY	EMPTY		ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ERBB2-1	ERBB2	0.06404487721356045	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ERBB2-2	ERBB2	-0.3145780253777709	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ERBB3-1	ERBB3	-0.5372429840647897	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ERBB3-2	ERBB3	-0.39043269223609944	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EZH2-1	EZH2	1.0220267374106153	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
EZH2-2	EZH2	0.8861411538393011	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
GLS-1	GLS	0.052832330018536336	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
GLS-2	GLS	-0.042227180085441234	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
GPX4-1	GPX4	-0.5445583621217491	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
GPX4-2	GPX4	-0.09797135710297931	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
HIF1a-1	HIF1a	-1.1892769673049999	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
HIF1a-2	HIF1a	-0.9103531850251276	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ITGAV-1	ITGAV	-0.6932491697360402	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ITGAV-2	ITGAV	-1.369274514845895	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
JAK3-1	JAK3	1.2831590145260972	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
JAK3-2	JAK3	1.200442073611751	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
KIF11-1	KIF11	0.27196164045605986	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
KIF11-2	KIF11	0.44817503124191443	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
KRAS-1	KRAS	-0.15644386869549684	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
KRAS-2A	KRAS	0.13704661278200883	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
KRAS-2B	KRAS	-0.2131184485412789	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
LacZ-2	LacZ	-0.024726731652973698	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
LacZ-3	LacZ	0.008484089414717885	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Luc-1	Luc	0.09600845945592991	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
Luc-2	Luc	-0.056810378364497566	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MAPK1-1	MAPK1	0.05328479897366103	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MAPK1-2	MAPK1	0.19871832924702357	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MCL1-2	MCL1	0.6937707176966186	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MCL1-5	MCL1	0.41827743849254195	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MTOR-1	MTOR	0.24242222527462243	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MTOR-2	MTOR	0.08376783375751332	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MYC-1	MYC	-0.8593974253706514	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
MYC-2	MYC	-1.2471056152128743	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ORC4-1	ORC4	-0.05227638031357985	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
ORC4-2	ORC4	-0.12843741933911623	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PIK3CA-1	PIK3CA	0.03521816097065045	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PIK3CA-2	PIK3CA	0.33350527158466065	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
POLR2D-1	POLR2D	-0.15719390317554852	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
POLR2D-2	POLR2D	-0.46959059278439175	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PPIB-1	PPIB	0.18052665927488304	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PPIB-2	PPIB	-0.09606103918078077	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PRDX1-1	PRDX1	-0.3068599047028739	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PRDX1-2	PRDX1	-0.8656086927742372	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PSMA1-1	PSMA1	-0.53174650129218	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PSMA1-2	PSMA1	-0.00919303016043669	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PTK2-1	PTK2	0.3980661714837597	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
PTK2-2	PTK2	0.21957065122110836	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
RAC1-1	RAC1	-0.2148281257498002	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
RAC1-2	RAC1	-0.5505072812263728	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
RAF1-1	RAF1	0.5154538064131624	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
RAF1-2	RAF1	0.8428832784521504	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
RHOA-1	RHOA	0.514007575848164	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
RHOA-2	RHOA	0.3384689725895883	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SDHB-1	SDHB	0.46296542090450693	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SDHB-2	SDHB	0.8527726305787882	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SMARCB1-1	SMARCB1	0.4011355483104595	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SMARCB1-2	SMARCB1	0.4276239669399494	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
STAT3-1	STAT3	0.06473013399448463	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
STAT3-2	STAT3	-0.06031625954419456	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SUZ12-1	SUZ12	-0.3322942081900848	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
SUZ12-2	SUZ12	-0.5467796875688882	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
TXN-1	TXN	-0.8192428844054784	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
TXN-2	TXN	-0.3314805550391412	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
XBP-1	XBP	0.22810730329970072	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
XBP-2	XBP	0.34470262478563357	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
YAP1-1	YAP1	0.03030065649310612	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
YAP1-2	YAP1	0.018729597830791145	ES2	cutting_control	pearson	4	full_metadata_shuffle	ctrl_based
AKT1-1	AKT1	-0.0779338001778446	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
AKT1-2	AKT1	-0.013917494029475258	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ARID1B-1	ARID1B	-0.503496030991951	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ARID1B-2	ARID1B	-0.10420748178589684	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ATF4-1	ATF4	-0.48390208618572905	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ATF4-2	ATF4	-0.41450485028627726	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ATP50-1	ATP50	-0.7946050050110305	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ATP50-2	ATP50	-1.2981953962915909	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
AURKB-2	AURKB		ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BCL2-1	BCL2	-0.14219180265475334	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BCL2-2	BCL2	-0.2720932874927295	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BCL2L2-1	BCL2L2	0.3953263421478451	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BCL2L2-2	BCL2L2	0.35013131393369695	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BCL2L2-4	BCL2L2	-0.06847760103356809	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BRAF-2	BRAF		ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BRAF1-1	BRAF1		ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BRCA1-1	BRCA1	-0.028495570756019092	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BRCA1-2	BRCA1	0.05339236853124579	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BRD4-1	BRD4	-0.21172407570425075	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
BRD4-2	BRD4	-0.322347591859303	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CCND1-1	CCND1	-0.7058283099950557	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CCND1-2	CCND1	-0.7216752265015591	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CCNE1-1	CCNE1	0.2013401236976492	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CCNE1-2	CCNE1	-0.028440168955908188	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CDK2-1	CDK2	1.344101273746515	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CDK2-2	CDK2	0.83379175972447	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CDK4-1	CDK4	0.38846904967529683	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CDK4-2	CDK4	0.5694241279774067	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CDK4-3	CDK4	0.5223909334368643	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CHEK2-1	CHEK2	0.6152011592124327	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CHEK2-2	CHEK2	0.6294381371958713	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
COX5B-1	COX5B	0.2783917425696246	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
COX5B-2	COX5B	0.4300735902631904	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CSNK1A1-1	CSNK1A1	0.03794515157535644	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CSNK1A1-2	CSNK1A1	-0.271203287669294	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CTNNB1-1	CTNNB1	-0.2393038577135828	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
CTNNB1-2	CTNNB1	0.1261369471531837	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-1	Chr2	0.005754397837856135	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-2	Chr2	-0.02010269386759826	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-3	Chr2	0.09943319256349034	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-4	Chr2	0.06627103126478663	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-5	Chr2	0.06763978556932304	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-6	Chr2	0.08029806747770973	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
DOT1L-1	DOT1L	0.06892927464728332	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
DOT1L-2	DOT1L	-0.18720532099375498	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EGFR-1	EGFR	-0.3363769819133482	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EGFR-2	EGFR	-0.5868446228803389	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EGLN1-8	EGLN1	0.738579570637911	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EGLN1-9	EGLN1	0.8062841638054522	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EMPTY	EMPTY		ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB2-1	ERBB2	-0.09856142953597191	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB2-2	ERBB2	-0.2933662092295424	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB3-1	ERBB3	0.13994380542540769	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB3-2	ERBB3	-0.21716332650817627	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EZH2-1	EZH2	-0.37703867182400386	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
EZH2-2	EZH2	-0.1226084613558508	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
GLS-1	GLS	-0.23477574330711065	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
GLS-2	GLS	-0.24792720131434481	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
GPX4-1	GPX4	0.2101662462223452	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
GPX4-2	GPX4	0.435916753272477	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
HIF1a-1	HIF1a	0.22761641086298542	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
HIF1a-2	HIF1a	0.14018897081072443	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ITGAV-1	ITGAV	0.07024104406322837	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
ITGAV-2	ITGAV	0.24626026411889626	ES2	cutting_control	pearson	4	metadata_shuffle_ctrl_fixed	ctrl_based
